Datetime,Attendence,Place in Quarter,W1,W2,W3,W4,W5,W6,W7,W8
2015-11-16 18:00:00,102,1,0.691358024691358,46.94,89.65,16.0,0.00,OVC,M,M
2015-07-17 21:00:00,2,4,0,78.98,73.97,4.6,0.00,FEW,FEW,SCT
2015-10-29 15:30:00,61,1,0.4691358024691358,46.04,73.18,14.8,0.00,BKN,OVC,M
2015-04-19 14:00:00,51,3,0.2702702702702703,60.98,42.33,11.4,0.00,SCT,BKN,OVC
2015-11-03 22:30:00,25,1,0.5308641975308642,51.08,100.00,5.7,0.00,FEW,M,M
2015-11-20 07:00:00,38,1,0.7407407407407407,33.08,53.36,11.4,0.00,FEW,M,M
2016-03-28 12:00:00,84,0,0,48.02,62.82,6.8,0.00,BKN,OVC,M
2016-01-24 15:30:00,64,2,0.2702702702702703,32.00,69.04,5.7,0.00,FEW,FEW,OVC
2016-04-12 14:00:00,49,3,0.1917808219178082,46.04,45.33,13.7,0.00,FEW,M,M
2016-01-15 18:00:00,65,2,0.14864864864864866,32.00,88.32,19.4,0.00,OVC,M,M
2016-01-26 14:00:00,86,2,0.2972972972972973,28.94,74.70,18.2,0.00,BKN,OVC,M
2015-07-01 19:30:00,53,4,0,57.02,77.32,10.3,0.00,FEW,BKN,OVC
2016-03-22 18:30:00,58,0,0,55.94,50.72,3.4,0.17,FEW,SCT,BKN
2016-04-26 14:30:00,76,3,0.3835616438356164,44.96,79.54,18.2,0.00,OVC,M,M
2015-04-23 11:00:00,75,3,0.32432432432432434,48.92,28.89,13.7,0.00,FEW,M,M
2016-01-15 11:00:00,62,2,0.14864864864864866,37.94,82.46,10.3,0.00,BKN,OVC,M
2015-04-14 08:00:00,42,3,0.20270270270270271,55.94,31.41,5.7,0.00,SCT,M,M
2015-06-17 08:00:00,15,0,0,55.94,83.69,0.0,0.07,SCT,BKN,OVC
2015-06-29 21:00:00,2,4,0,66.02,93.33,3.4,0.00,FEW,SCT,M
2016-01-09 10:30:00,83,2,0.06756756756756757,35.96,92.43,3.4,0.00,OVC,M,M
2015-04-21 07:30:00,40,3,0.2972972972972973,41.00,61.89,19.4,0.00,FEW,M,M
2015-06-21 11:00:00,13,0,0,82.04,54.50,6.8,0.00,FEW,BKN,M
2016-01-06 20:30:00,83,2,0.02702702702702703,35.06,72.03,8.0,0.00,OVC,M,M
2015-10-22 16:00:00,86,1,0.38271604938271603,59.00,47.39,9.1,0.00,FEW,SCT,BKN
2015-05-22 10:00:00,51,3,0.7162162162162162,60.98,33.42,10.3,0.00,FEW,M,M
2015-08-28 12:00:00,26,0,0,71.06,65.67,6.8,0.00,BKN,BKN,OVC
2015-10-18 13:00:00,55,1,0.3333333333333333,57.92,27.96,4.6,0.00,FEW,M,M
2015-06-16 08:30:00,14,0,0,66.92,58.65,12.5,0.00,BKN,M,M
2015-08-27 13:00:00,6,0,0,73.04,47.59,5.7,0.00,SCT,M,M
2015-07-23 21:00:00,4,4,0,71.06,63.18,5.7,0.00,FEW,M,M
2015-06-08 11:00:00,56,3,0.9459459459459459,80.06,52.19,14.8,0.00,FEW,SCT,SCT
2016-01-23 14:30:00,108,2,0.25675675675675674,32.00,58.37,8.0,0.00,BKN,BKN,M
2015-08-02 14:00:00,34,4,0,78.08,73.88,11.4,0.12,FEW,SCT,BKN
2015-10-21 16:30:00,120,1,0.37037037037037035,75.02,51.47,14.8,0.02,FEW,FEW,SCT
2015-09-25 16:00:00,191,1,0.04938271604938271,69.98,70.81,11.4,0.00,FEW,BKN,M
2016-01-20 21:00:00,94,2,0.21621621621621623,19.04,76.66,5.7,0.00,BKN,OVC,M
2015-09-14 09:30:00,37,0,0,66.02,58.53,14.8,0.00,FEW,M,M
2016-02-23 12:30:00,52,2,0.6756756756756757,44.96,39.72,6.8,0.00,FEW,BKN,M
2015-06-24 15:30:00,40,4,0,77.00,50.11,5.7,0.00,SCT,SCT,OVC
2015-09-29 18:30:00,127,1,0.09876543209876543,57.02,71.81,18.2,0.00,FEW,FEW,SCT
2016-03-30 13:30:00,74,3,0.0136986301369863,59.00,51.18,23.9,0.00,SCT,BKN,OVC
2016-02-12 13:30:00,67,2,0.527027027027027,19.94,51.68,23.9,0.00,BKN,M,M
2015-10-28 10:30:00,56,1,0.4567901234567901,55.04,93.02,14.8,0.05,BKN,OVC,M
2015-04-08 21:00:00,159,3,0.12162162162162163,41.00,88.76,10.3,0.00,OVC,M,M
2015-04-02 18:30:00,126,3,0.04054054054054054,60.98,44.16,4.6,0.00,FEW,SCT,BKN
2016-04-25 15:00:00,91,3,0.3698630136986301,80.96,38.08,18.2,0.00,SCT,M,M
2015-11-16 07:00:00,25,1,0.691358024691358,44.96,70.52,8.0,0.00,SCT,SCT,M
2015-12-02 21:00:00,91,1,0.8888888888888888,30.92,78.35,10.3,0.00,FEW,M,M
2016-03-22 11:30:00,24,0,0,53.06,46.46,17.1,0.00,BKN,OVC,M
2015-07-26 09:00:00,4,4,0,78.08,68.59,3.4,0.00,BKN,BKN,M
2016-04-09 14:30:00,83,3,0.1506849315068493,37.04,30.69,4.6,0.00,FEW,FEW,M
2015-12-14 10:00:00,15,0,0,50.00,86.19,14.8,0.00,FEW,BKN,OVC
2015-10-19 14:30:00,91,1,0.345679012345679,69.98,27.62,19.4,0.00,FEW,BKN,M
2015-11-25 12:00:00,43,1,0.8024691358024691,46.04,62.56,19.4,0.00,BKN,BKN,M
2016-03-09 10:30:00,65,2,0.8783783783783784,62.06,83.54,12.5,0.00,FEW,OVC,M
2016-04-28 13:00:00,52,3,0.410958904109589,48.02,76.53,10.3,0.00,OVC,M,M
2016-01-10 21:00:00,35,2,0.08108108108108109,3.02,71.88,14.8,0.00,FEW,M,M
2015-07-06 06:00:00,5,4,0,69.08,86.66,5.7,0.00,CLR,M,M
2015-04-11 19:30:00,53,3,0.16216216216216217,57.02,31.36,6.8,0.00,CLR,M,M
2015-05-16 08:00:00,53,3,0.6351351351351351,66.92,90.46,9.1,0.00,BKN,BKN,OVC
2016-03-12 18:00:00,51,2,0.918918918918919,50.00,76.71,4.6,0.03,OVC,M,M
2016-04-24 10:00:00,40,3,0.3561643835616438,64.04,53.73,10.3,0.00,FEW,SCT,BKN
2015-07-10 06:30:00,13,4,0,62.96,90.31,0.0,0.00,SCT,BKN,M
2015-09-20 14:00:00,70,0,0,71.96,40.90,4.6,0.00,FEW,FEW,SCT
2016-01-22 06:30:00,23,2,0.24324324324324326,23.00,80.71,12.5,0.00,OVC,M,M
2015-09-12 16:00:00,23,0,0,62.96,46.37,12.5,0.00,FEW,FEW,M
2016-04-18 07:30:00,42,3,0.273972602739726,62.06,49.55,0.0,0.00,SCT,M,M
2015-10-20 17:30:00,162,1,0.35802469135802467,69.08,35.96,4.6,0.00,FEW,SCT,BKN
2016-02-12 09:00:00,26,2,0.527027027027027,19.94,67.58,17.1,0.00,SCT,OVC,M
2016-04-13 12:00:00,86,3,0.2054794520547945,55.04,38.19,12.5,0.00,FEW,SCT,M
2015-06-24 18:00:00,94,4,0,73.94,61.92,9.1,0.00,SCT,BKN,OVC
2015-12-06 14:30:00,33,1,0.9382716049382716,46.04,62.56,6.8,0.00,SCT,BKN,BKN
2015-07-12 08:30:00,7,4,0,71.96,81.57,4.6,0.00,FEW,FEW,BKN
2015-10-25 09:00:00,23,1,0.41975308641975306,51.98,63.33,3.4,0.00,CLR,M,M
2015-06-07 21:30:00,20,3,0.9324324324324325,73.04,84.22,9.1,0.00,FEW,FEW,BKN
2016-04-11 06:00:00,17,3,0.1780821917808219,44.96,82.38,6.8,0.00,BKN,M,M
2015-12-09 10:30:00,42,1,0.9753086419753086,48.02,73.39,10.3,0.00,CLR,M,M
2015-04-05 21:30:00,28,3,0.08108108108108109,39.92,73.08,8.0,0.00,FEW,BKN,M
2016-02-10 21:30:00,92,2,0.5,10.94,63.69,4.6,0.00,FEW,FEW,M
2015-12-04 19:30:00,49,1,0.9135802469135802,35.06,92.40,8.0,0.00,FEW,M,M
2016-01-31 07:30:00,5,2,0.36486486486486486,39.92,92.56,0.0,0.00,OVC,M,M
2016-02-25 09:30:00,57,2,0.7027027027027027,33.08,63.17,19.4,0.00,FEW,OVC,M
2016-01-31 17:00:00,75,2,0.36486486486486486,37.94,92.49,11.4,0.00,BKN,OVC,M
2015-09-01 11:30:00,32,0,0,84.92,67.65,6.8,0.00,FEW,FEW,M
2015-08-14 06:30:00,68,4,0,71.96,78.57,8.0,0.00,FEW,OVC,M
2016-01-27 06:00:00,13,2,0.3108108108108108,26.06,68.33,6.8,0.00,OVC,M,M
2015-07-30 09:30:00,14,4,0,78.98,48.48,13.7,0.00,CLR,M,M
2016-02-23 13:30:00,71,2,0.6756756756756757,44.06,39.57,8.0,0.00,FEW,BKN,M
2015-04-16 10:00:00,49,3,0.22972972972972974,48.92,68.51,3.4,0.00,BKN,OVC,M
2016-02-17 23:00:00,3,2,0.5945945945945946,26.96,71.69,4.6,0.00,OVC,M,M
2015-06-22 09:00:00,22,4,0,75.92,84.92,5.7,0.00,SCT,BKN,OVC
2015-11-25 19:30:00,15,1,0.8024691358024691,48.92,65.67,22.8,0.00,OVC,M,M
2016-03-14 14:00:00,41,2,0.9459459459459459,51.98,76.88,0.0,0.00,OVC,M,M
2016-03-10 08:30:00,32,2,0.8918918918918919,46.94,70.74,9.1,0.00,SCT,OVC,M
2015-09-20 10:30:00,80,0,0,66.92,56.73,M,0.00,SCT,SCT,BKN
2015-12-15 06:30:00,43,0,0,39.02,79.05,12.5,0.00,OVC,M,M
2015-10-26 09:30:00,40,1,0.43209876543209874,53.06,66.17,4.6,0.00,FEW,M,M
2015-05-29 11:00:00,47,3,0.8108108108108109,71.06,84.10,9.1,0.17,FEW,SCT,BKN
2016-03-27 09:30:00,19,0,0,53.06,63.47,4.6,0.00,SCT,BKN,M
2015-10-11 21:00:00,34,1,0.24691358024691357,68.00,46.83,13.7,0.00,CLR,M,M
2015-07-06 18:30:00,126,4,0,78.98,71.72,10.3,0.00,FEW,SCT,BKN
2015-10-15 14:00:00,72,1,0.2962962962962963,68.00,30.64,14.8,0.00,FEW,SCT,M
2015-12-01 22:00:00,35,1,0.8765432098765432,39.02,79.05,9.1,0.00,SCT,OVC,M
2015-08-07 07:30:00,14,4,0,69.98,61.02,9.1,0.00,FEW,FEW,M
2016-04-30 19:30:00,45,3,0.4383561643835616,44.60,93.35,17.1,M,OVC,M,M
2015-08-07 17:00:00,64,4,0,80.06,45.30,10.3,0.00,BKN,BKN,BKN
2015-08-03 06:00:00,11,4,0,69.08,83.98,9.1,0.00,SCT,SCT,SCT
2016-02-19 10:00:00,53,2,0.6216216216216216,59.00,57.57,27.4,0.00,FEW,FEW,M
2015-08-16 12:30:00,23,0,0,87.08,51.24,6.8,0.00,SCT,SCT,M
2015-04-29 10:30:00,40,3,0.40540540540540543,59.00,40.54,6.8,0.00,SCT,M,M
2015-12-06 07:30:00,3,1,0.9382716049382716,28.04,100.00,5.7,0.00,FEW,M,M
2015-09-09 17:00:00,86,0,0,73.94,38.26,8.0,0.00,FEW,M,M
2016-01-29 17:00:00,175,2,0.33783783783783783,32.00,55.72,9.1,0.00,FEW,BKN,M
2015-11-30 21:00:00,77,1,0.8641975308641975,42.08,91.98,5.7,0.06,OVC,M,M
2015-05-06 15:30:00,66,3,0.5,71.06,61.16,9.1,0.00,FEW,FEW,SCT
2015-12-21 12:30:00,9,0,0,50.00,92.87,10.3,0.04,SCT,OVC,M
2015-09-01 15:00:00,18,0,0,87.08,60.88,11.4,0.00,FEW,SCT,M
2016-04-18 10:30:00,61,3,0.273972602739726,77.00,27.53,3.4,0.00,SCT,M,M
2016-01-25 19:30:00,97,2,0.28378378378378377,37.94,92.49,11.4,0.00,OVC,M,M
2015-12-08 15:30:00,81,1,0.9629629629629629,44.96,82.38,8.0,0.00,FEW,BKN,OVC
2015-04-05 12:30:00,44,3,0.08108108108108109,62.06,20.43,14.8,0.00,FEW,SCT,M
2015-07-31 08:30:00,13,4,0,75.02,66.13,11.4,0.00,FEW,SCT,BKN
2016-02-04 17:00:00,111,2,0.4189189189189189,28.94,60.69,6.8,0.00,BKN,BKN,M
2016-03-03 17:30:00,118,2,0.7972972972972973,30.92,85.05,10.3,0.00,OVC,M,M
2015-07-29 08:00:00,23,4,0,78.08,81.50,9.1,0.00,FEW,BKN,BKN
2016-02-18 20:30:00,113,2,0.6081081081081081,39.02,69.86,17.1,0.00,OVC,M,M
2016-03-25 17:30:00,30,0,0,42.98,62.16,11.4,0.00,FEW,M,M
2015-11-13 07:30:00,33,1,0.654320987654321,37.04,69.63,18.2,0.00,FEW,FEW,M
2015-06-15 20:00:00,18,0,0,71.06,93.47,0.0,0.07,BKN,OVC,M
2016-02-01 18:00:00,102,2,0.3783783783783784,33.08,88.37,5.7,0.00,FEW,M,M
2016-04-16 20:00:00,47,3,0.2465753424657534,59.00,49.08,4.6,0.00,CLR,M,M
2015-11-20 15:00:00,90,1,0.7407407407407407,37.94,40.39,6.8,0.00,OVC,M,M
2016-04-07 17:00:00,156,3,0.1232876712328767,39.92,62.21,13.7,0.00,SCT,OVC,M
2015-09-27 10:30:00,65,1,0.07407407407407407,66.92,84.38,6.8,0.00,SCT,BKN,OVC
2016-01-15 10:00:00,39,2,0.14864864864864866,39.92,89.34,8.0,0.00,OVC,M,M
2015-08-05 17:00:00,106,4,0,78.08,41.86,11.4,0.00,FEW,SCT,OVC
2016-03-22 08:30:00,11,0,0,46.94,53.47,19.4,0.00,FEW,BKN,OVC
2016-02-17 16:30:00,93,2,0.5945945945945946,28.94,60.69,10.3,0.00,FEW,M,M
2015-04-27 16:00:00,92,3,0.3783783783783784,51.08,49.97,17.1,0.00,FEW,SCT,M
2015-09-19 15:00:00,113,0,0,69.98,40.59,12.5,0.00,BKN,M,M
2015-07-07 10:30:00,27,4,0,64.04,57.87,19.4,0.00,BKN,OVC,M
2016-03-18 14:30:00,38,0,0,46.04,47.05,0.0,0.00,SCT,BKN,BKN
2015-10-15 11:30:00,59,1,0.2962962962962963,60.08,49.25,10.3,0.00,BKN,M,M
2015-08-07 14:30:00,26,4,0,80.96,42.30,13.7,0.00,FEW,SCT,SCT
2016-01-26 22:00:00,74,2,0.2972972972972973,24.98,71.47,9.1,0.00,FEW,M,M
2015-12-17 07:30:00,20,0,0,30.02,68.81,18.2,0.00,OVC,M,M
2016-02-24 07:00:00,32,2,0.6891891891891891,35.96,64.03,22.8,0.00,FEW,OVC,M
2015-04-14 16:00:00,82,3,0.20270270270270271,64.94,16.20,8.0,0.00,FEW,BKN,M
2015-06-29 13:00:00,16,4,0,75.02,64.07,9.1,0.00,SCT,BKN,BKN
2015-05-18 07:00:00,122,3,0.6621621621621622,69.08,80.86,10.3,0.00,FEW,SCT,BKN
2015-06-08 19:00:00,40,3,0.9459459459459459,73.04,63.83,21.7,0.00,SCT,BKN,BKN
2015-08-23 10:00:00,22,0,0,71.96,84.16,9.1,0.00,BKN,BKN,OVC
2015-11-06 20:00:00,52,1,0.5679012345679012,44.06,76.16,4.6,0.00,FEW,SCT,M
2015-10-22 08:00:00,31,1,0.38271604938271603,53.06,73.89,5.7,0.00,FEW,SCT,BKN
2016-04-10 19:00:00,40,3,0.1643835616438356,46.94,96.66,9.1,0.00,OVC,M,M
2015-05-06 06:30:00,18,3,0.5,48.92,96.69,4.6,0.00,VV ,M,M
2016-02-05 21:30:00,15,2,0.43243243243243246,26.96,78.00,4.6,0.00,SCT,BKN,M
2015-10-23 13:30:00,77,1,0.3950617283950617,59.00,62.07,11.4,0.00,FEW,OVC,M
2015-12-28 07:00:00,17,0,0,30.92,88.92,17.1,0.03,FEW,BKN,OVC
2016-04-13 06:00:00,6,3,0.2054794520547945,37.94,67.21,4.6,0.00,FEW,SCT,BKN
2016-01-05 16:00:00,127,2,0.013513513513513514,30.92,68.92,9.1,0.00,FEW,BKN,M
2015-07-31 17:30:00,56,4,0,84.02,29.58,18.2,0.00,FEW,M,M
2016-04-18 19:00:00,89,3,0.273972602739726,69.98,30.95,6.8,0.00,FEW,OVC,M
2015-05-12 12:30:00,51,3,0.581081081081081,51.98,66.04,18.2,0.00,BKN,M,M
2015-04-22 12:30:00,47,3,0.3108108108108108,41.00,46.23,14.8,0.00,BKN,OVC,M
2016-03-11 13:00:00,36,2,0.9054054054054054,53.06,48.16,5.7,0.00,SCT,M,M
2016-01-24 12:30:00,48,2,0.2702702702702703,30.92,72.12,5.7,0.00,OVC,M,M
2015-06-18 12:30:00,15,0,0,78.08,71.19,11.4,0.00,FEW,BKN,OVC
2015-10-08 18:00:00,106,1,0.20987654320987653,71.96,59.32,9.1,0.00,SCT,BKN,BKN
2016-03-18 10:00:00,29,0,0,41.00,64.68,8.0,0.00,SCT,SCT,M
2015-05-01 07:30:00,32,3,0.43243243243243246,48.92,65.67,4.6,0.00,CLR,M,M
2015-10-04 15:00:00,59,1,0.16049382716049382,55.94,80.40,13.7,0.00,OVC,M,M
2015-11-04 20:00:00,132,1,0.5432098765432098,62.96,83.60,9.1,0.00,BKN,M,M
2016-02-26 08:00:00,33,2,0.7162162162162162,32.00,46.92,10.3,0.00,FEW,BKN,BKN
2015-06-29 17:30:00,130,4,0,69.98,84.04,4.6,0.01,FEW,FEW,SCT
2016-01-13 12:30:00,52,2,0.12162162162162163,12.92,73.61,9.1,0.00,BKN,OVC,M
2015-04-16 06:30:00,27,3,0.22972972972972974,44.96,92.72,11.4,0.00,BKN,OVC,M
2015-07-06 14:00:00,19,4,0,73.04,87.41,3.4,0.05,SCT,BKN,BKN
2015-11-21 14:30:00,40,1,0.7530864197530864,28.94,88.82,22.8,0.03,BKN,BKN,OVC
2015-08-04 07:00:00,22,4,0,68.00,67.91,4.6,0.00,FEW,M,M
2015-12-02 13:00:00,66,1,0.8888888888888888,33.08,88.37,8.0,0.00,FEW,BKN,BKN
2015-07-17 11:30:00,35,4,0,86.00,69.85,9.1,0.00,SCT,SCT,SCT
2015-10-19 10:30:00,62,1,0.345679012345679,59.00,33.10,19.4,0.00,FEW,M,M
2015-04-22 17:00:00,143,3,0.3108108108108108,44.96,41.56,13.7,0.00,BKN,BKN,M
2015-06-18 17:30:00,70,0,0,75.92,57.96,9.1,0.00,FEW,SCT,BKN
2015-07-02 11:00:00,21,4,0,66.02,65.07,14.8,0.00,SCT,SCT,M
2016-04-28 21:00:00,72,3,0.410958904109589,42.98,88.85,10.3,0.00,OVC,M,M
2015-11-29 11:00:00,27,1,0.8518518518518519,39.92,69.96,6.8,0.00,FEW,FEW,BKN
2015-05-18 12:30:00,45,3,0.6621621621621622,75.92,46.47,22.8,0.00,FEW,FEW,SCT
2015-09-05 16:30:00,28,0,0,86.00,57.12,8.0,0.00,FEW,SCT,BKN
2016-04-20 15:00:00,106,3,0.3013698630136986,69.08,45.12,10.3,0.00,BKN,OVC,M
2015-08-31 09:30:00,18,0,0,73.94,76.31,0.0,0.00,CLR,M,M
2015-09-08 11:00:00,23,0,0,80.06,71.39,11.4,0.00,FEW,BKN,BKN
2015-04-30 23:00:00,2,3,0.4189189189189189,37.94,85.49,5.7,0.00,CLR,M,M
2015-04-24 20:30:00,46,3,0.33783783783783783,42.08,75.98,6.8,0.08,OVC,M,M
2015-06-29 15:00:00,40,4,0,66.92,90.46,9.1,0.00,BKN,OVC,M
2015-06-16 20:00:00,46,0,0,60.08,57.33,9.1,0.00,BKN,M,M
2015-05-10 06:00:00,39,3,0.5540540540540541,46.04,95.99,9.1,0.00,OVC,M,M
2016-02-04 23:00:00,1,2,0.4189189189189189,28.04,74.61,6.8,0.00,FEW,SCT,M
2016-03-24 09:30:00,7,0,0,37.04,100.00,13.7,0.00,OVC,M,M
2015-07-16 11:00:00,21,4,0,69.98,75.96,9.1,0.00,FEW,SCT,OVC
2016-01-03 13:30:00,43,0,0,28.04,68.57,11.4,0.00,OVC,M,M
2016-04-04 11:30:00,91,3,0.0821917808219178,35.06,63.91,14.8,0.00,OVC,M,M
2015-04-16 08:00:00,22,3,0.22972972972972974,46.04,79.07,9.1,0.00,FEW,OVC,M
2016-01-04 18:30:00,145,2,0.0,28.94,63.10,5.7,0.00,OVC,M,M
2015-10-05 08:30:00,50,1,0.1728395061728395,55.94,93.05,8.0,0.00,OVC,M,M
2015-11-15 14:00:00,44,1,0.6790123456790124,62.96,32.55,12.5,0.00,CLR,M,M
2015-09-24 16:30:00,147,1,0.037037037037037035,71.96,61.28,10.3,0.00,FEW,OVC,M
2015-07-24 17:00:00,69,4,0,82.04,52.47,11.4,0.00,FEW,FEW,BKN
2016-04-06 15:00:00,81,3,0.1095890410958904,48.92,86.13,13.7,0.00,OVC,M,M
2015-11-02 13:30:00,68,1,0.5185185185185185,71.96,31.26,17.1,0.00,SCT,M,M
2015-09-30 06:00:00,7,1,0.1111111111111111,53.96,69.08,10.3,0.00,BKN,M,M
2015-04-01 17:30:00,192,3,0.02702702702702703,71.06,27.59,20.5,0.00,SCT,M,M
2016-01-19 11:30:00,81,2,0.20270270270270271,10.94,55.15,5.7,0.00,BKN,M,M
2015-10-24 07:30:00,22,1,0.4074074074074074,66.02,87.05,14.8,0.00,BKN,OVC,M
2016-04-02 08:00:00,21,3,0.0547945205479452,33.08,77.96,12.5,0.00,OVC,M,M
2015-04-12 12:30:00,71,3,0.17567567567567569,66.02,30.32,12.5,0.00,FEW,BKN,M
2015-09-30 12:00:00,79,1,0.1111111111111111,60.08,49.25,18.2,0.00,SCT,M,M
2015-11-23 20:00:00,91,1,0.7777777777777778,30.92,81.95,10.3,0.00,FEW,M,M
2016-03-14 06:00:00,7,2,0.9459459459459459,44.96,92.72,10.3,0.00,OVC,M,M
2016-04-07 06:00:00,21,3,0.1232876712328767,35.96,89.16,11.4,0.00,SCT,BKN,OVC
2015-09-22 18:00:00,151,1,0.012345679012345678,73.04,46.04,8.0,0.00,FEW,SCT,M
2016-01-27 14:00:00,81,2,0.3108108108108108,33.08,55.89,17.1,0.00,FEW,FEW,M
2016-04-28 09:30:00,47,3,0.410958904109589,44.96,82.38,11.4,0.00,OVC,M,M
2015-10-15 06:00:00,25,1,0.2962962962962963,46.94,68.28,5.7,0.00,FEW,M,M
2015-06-18 12:00:00,25,0,0,78.08,71.19,11.4,0.00,FEW,BKN,OVC
2015-07-26 14:30:00,10,4,0,80.06,66.70,9.1,0.00,FEW,SCT,BKN
2015-06-09 09:00:00,22,3,0.9594594594594594,69.98,65.54,6.8,0.00,OVC,M,M
2015-05-21 09:00:00,163,3,0.7027027027027027,51.98,68.86,9.1,0.00,SCT,BKN,M
2016-01-17 12:00:00,56,2,0.17567567567567569,3.92,56.95,13.7,0.00,SCT,M,M
2015-10-19 11:00:00,55,1,0.345679012345679,64.04,30.01,20.5,0.00,FEW,M,M
2015-06-17 19:30:00,54,0,0,69.08,83.98,4.6,0.00,SCT,BKN,M
2015-08-11 11:30:00,20,4,0,80.06,48.64,8.0,0.00,FEW,BKN,M
2015-11-13 18:00:00,74,1,0.654320987654321,37.94,57.04,5.7,0.00,CLR,M,M
2015-11-30 11:30:00,85,1,0.8641975308641975,41.00,75.88,11.4,0.00,BKN,M,M
2016-02-15 11:30:00,74,2,0.5675675675675675,24.08,95.57,4.6,0.00,OVC,M,M
2016-01-11 16:30:00,121,2,0.0945945945945946,17.96,84.20,9.1,0.01,BKN,OVC,M
2016-01-03 17:30:00,30,0,0,28.04,71.26,14.8,0.00,BKN,OVC,M
2015-09-11 13:30:00,41,0,0,66.02,67.69,18.2,0.00,SCT,BKN,BKN
2015-07-20 11:30:00,36,4,0,80.96,52.66,12.5,0.00,BKN,BKN,BKN
2015-11-17 16:30:00,90,1,0.7037037037037037,57.92,90.11,17.1,0.01,OVC,M,M
2015-08-03 14:00:00,12,4,0,80.96,30.33,12.5,0.00,FEW,M,M
2015-04-01 21:00:00,111,3,0.02702702702702703,62.06,39.33,19.4,0.00,SCT,M,M
2016-04-04 18:30:00,108,3,0.0821917808219178,30.92,68.92,11.4,0.00,FEW,BKN,OVC
2015-11-15 17:30:00,61,1,0.6790123456790124,51.98,50.11,5.7,0.00,FEW,M,M
2015-06-26 08:30:00,20,4,0,62.06,93.22,9.1,0.00,OVC,M,M
2015-09-30 08:30:00,44,1,0.1111111111111111,57.92,59.84,19.4,0.00,BKN,M,M
2016-02-03 10:00:00,34,2,0.40540540540540543,35.96,85.37,13.7,0.00,OVC,M,M
2016-03-31 09:00:00,66,3,0.0273972602739726,59.00,83.34,11.4,0.05,FEW,BKN,BKN
2016-02-06 14:30:00,70,2,0.44594594594594594,39.92,62.21,16.0,0.00,FEW,SCT,M
2015-09-25 20:30:00,28,1,0.04938271604938271,64.94,87.00,9.1,0.00,SCT,M,M
2015-10-12 11:30:00,67,1,0.25925925925925924,68.00,50.44,10.3,0.00,BKN,OVC,M
2015-05-07 13:00:00,48,3,0.5135135135135135,80.96,34.01,19.4,0.00,SCT,BKN,BKN
2015-07-28 16:30:00,65,4,0,89.06,53.46,13.7,0.00,FEW,SCT,BKN
2015-12-11 13:00:00,26,0,0,50.00,56.30,3.4,0.00,FEW,BKN,OVC
2015-10-24 19:00:00,83,1,0.4074074074074074,53.06,73.89,13.7,0.00,FEW,BKN,OVC
2015-06-07 22:00:00,1,3,0.9324324324324325,71.96,87.35,9.1,0.00,SCT,BKN,OVC
2016-02-07 08:00:00,12,2,0.4594594594594595,39.02,66.85,17.1,0.00,SCT,BKN,BKN
2016-04-08 21:30:00,22,3,0.136986301369863,30.92,75.46,23.9,0.00,SCT,BKN,OVC
2015-07-25 15:00:00,45,4,0,91.04,38.15,11.4,0.00,FEW,M,M
2015-10-13 17:30:00,171,1,0.2716049382716049,60.98,53.65,3.4,0.00,FEW,BKN,M
2015-10-11 08:30:00,16,1,0.24691358024691357,55.94,71.70,9.1,0.00,FEW,M,M
2015-10-28 06:00:00,5,1,0.4567901234567901,53.96,96.76,11.4,0.00,OVC,M,M
2015-12-15 10:00:00,21,0,0,41.00,73.19,3.4,0.00,OVC,M,M
2015-07-29 16:00:00,36,4,0,84.92,32.20,14.8,0.00,FEW,FEW,SCT
2016-04-14 22:30:00,25,3,0.2191780821917808,46.04,53.33,3.4,0.00,FEW,M,M
2015-12-22 09:00:00,7,0,0,37.94,89.25,3.4,0.00,FEW,OVC,M
2015-11-28 13:00:00,22,1,0.8395061728395061,37.04,69.63,14.8,0.00,BKN,BKN,BKN
2016-03-13 19:30:00,27,2,0.9324324324324325,42.98,100.00,8.0,0.03,OVC,M,M
2015-07-05 10:00:00,17,4,0,78.80,50.69,9.1,0.00,SCT,M,M
2016-04-10 20:30:00,80,3,0.1643835616438356,48.02,96.02,9.1,0.00,OVC,M,M
2016-01-26 08:30:00,36,2,0.2972972972972973,30.92,78.35,17.1,0.00,OVC,M,M
2015-11-24 08:00:00,38,1,0.7901234567901234,30.02,92.23,4.6,0.00,BKN,BKN,M
2016-03-13 18:00:00,41,2,0.9324324324324325,44.06,95.95,6.8,0.02,OVC,M,M
2015-09-11 09:00:00,19,0,0,62.96,86.90,11.4,0.00,BKN,BKN,M
2015-09-15 20:00:00,45,0,0,71.96,45.87,10.3,0.00,CLR,M,M
2015-07-27 06:30:00,12,4,0,71.06,90.06,3.4,0.00,SCT,BKN,M
2015-07-08 13:30:00,12,4,0,66.02,65.07,9.1,0.00,FEW,BKN,OVC
2016-04-27 14:00:00,68,3,0.3972602739726027,46.94,73.79,5.7,0.00,BKN,BKN,OVC
2015-12-28 09:00:00,2,0,0,30.92,85.05,27.4,0.01,OVC,M,M
2015-10-10 17:30:00,72,1,0.2345679012345679,62.96,48.00,9.1,0.00,BKN,M,M
2015-09-23 10:00:00,74,1,0.024691358024691357,75.02,41.38,0.0,0.00,SCT,M,M
2015-04-27 08:00:00,34,3,0.3783783783783784,46.94,55.85,9.1,0.00,FEW,M,M
